id,都道府県コード,名称,読み,検索文字列,住所,緯度,経度,分類1,分類2,分類3
290000122800,29,妙宣寺,みようせんじ,妙宣寺,兵庫県 伊丹市 緑ケ丘四丁目7番地,34.797150,135.408493,施設,埋葬・信仰・宗教施設,寺院
290000123800,29,昆陽寺,こんようじ,昆陽寺,兵庫県 伊丹市 寺本二丁目169番地,34.777271,135.388046,施設,埋葬・信仰・宗教施設,寺院
290000124400,29,御願塚古墳,ごがづかこふん,御願塚古墳,兵庫県 伊丹市 御願塚四丁目,34.766031,135.414588,施設,古墳・貝塚,古墳
290000124800,29,口酒井遺跡,くちさかいいせき,口酒井遺跡,兵庫県 伊丹市 岩屋二丁目,34.769921,135.440468,施設,史跡・文化財・遺跡,遺跡
290000125500,29,原田西遺跡,はらだにしいせき,原田西遺跡,兵庫県 伊丹市 岩屋二丁目,34.770439,135.437873,施設,史跡・文化財・遺跡,遺跡
290000125800,29,大阪空港Ａ遺跡・大阪空港Ｂ遺跡,おおさかくうこうＡいせき・おおさかくうこうＢいせき,大阪空港Ａ遺跡・大阪空港Ｂ遺跡,兵庫県 伊丹市 東桑津,34.786157,135.438038,施設,史跡・文化財・遺跡,遺跡
290000129100,29,尼崎城跡,あまがさきじようあと,尼崎城跡,兵庫県 尼崎市 北城内,34.716679,135.418796,施設,城・軍事施設,城跡
290000131000,29,本興寺,ほんこうじ,本興寺,兵庫県 尼崎市 開明町三丁目13番地,34.717453,135.414642,施設,埋葬・信仰・宗教施設,寺院
290000131100,29,広徳寺,こうとくじ,広徳寺,兵庫県 尼崎市 寺町8番地,34.717766,135.413391,施設,埋葬・信仰・宗教施設,寺院
290000131200,29,大覚寺,だいかくじ,大覚寺,兵庫県 尼崎市 寺町9番地,34.718235,135.412384,施設,埋葬・信仰・宗教施設,寺院
290000131300,29,長遠寺,ぢようおんじ,長遠寺,兵庫県 尼崎市 寺町10番地,34.718235,135.412384,施設,埋葬・信仰・宗教施設,寺院
290000131400,29,如来院,によらいいん,如来院,兵庫県 尼崎市 寺町11番地,34.718212,135.411434,施設,埋葬・信仰・宗教施設,寺院
290000138000,29,東園田遺跡,ひがしそのだいせき,東園田遺跡,兵庫県 尼崎市 東園田町一丁目,34.757380,135.451646,施設,史跡・文化財・遺跡,遺跡
290000138300,29,田能遺跡,たのういせき,田能遺跡,兵庫県 伊丹市 岩屋二丁目,34.769921,135.440468,施設,史跡・文化財・遺跡,遺跡
290000138600,29,園田大塚山古墳,そのだおおつかやまこふん,園田大塚山古墳,兵庫県 尼崎市 南清水,34.764159,135.425193,施設,古墳・貝塚,古墳
290000139900,29,池田山古墳,いけだやまこふん,池田山古墳,兵庫県 尼崎市 塚口本町六丁目,34.758293,135.422154,施設,古墳・貝塚,古墳
290000140300,29,富松城跡,とまつじようあと,富松城跡,兵庫県 尼崎市 富松町二丁目,34.757339,135.399013,施設,城・軍事施設,城跡
290000140500,29,上ノ島遺跡,かみのしまいせき,上ノ島遺跡,兵庫県 尼崎市 上ノ島町三丁目,34.745733,135.402160,施設,史跡・文化財・遺跡,遺跡
290000141600,29,水堂古墳,みずどうこふん,水堂古墳,兵庫県 尼崎市 水堂町一丁目,34.740337,135.392321,施設,古墳・貝塚,古墳
290000142800,29,北裏遺跡,きたうらいせき,北裏遺跡,兵庫県 尼崎市 西昆陽二丁目,34.772596,135.378649,施設,史跡・文化財・遺跡,遺跡
290000143100,29,東武庫遺跡,ひがしむこいせき,東武庫遺跡,兵庫県 尼崎市 武庫元町一丁目,34.758649,135.382276,施設,史跡・文化財・遺跡,遺跡
290000151700,29,篠山城跡,ささやまじようあと,篠山城跡,兵庫県 丹波篠山市 北新町,35.073417,135.217491,施設,城・軍事施設,城跡
290000152900,29,振徳堂跡,しんとくどうあと,振徳堂跡,兵庫県 篠山市 北新町,35.071113,135.215580,施設,埋葬・信仰・宗教施設,寺跡・廃寺
290000153300,29,誓願寺,せいがんじ,誓願寺,兵庫県 丹波篠山市 魚屋町45番地,35.076981,135.213074,施設,埋葬・信仰・宗教施設,寺院
290000153600,29,妙福寺,みようふくじ,妙福寺,兵庫県 芦屋市 南宮町8番3号,34.730228,135.319412,施設,埋葬・信仰・宗教施設,寺院
290000154000,29,尊宝寺,そんぽうじ,尊宝寺,兵庫県 丹波篠山市 立町141番地,35.077274,135.222702,施設,埋葬・信仰・宗教施設,寺院
290000154100,29,来迎寺,らいこうじ,来迎寺,兵庫県 丹波市 青垣町中佐治116番地,35.260414,134.992065,施設,埋葬・信仰・宗教施設,寺院
290000154400,29,王地山稲荷社,おうじやまいなりしや,王地山稲荷社,兵庫県 三木市 志染町広野甲59番地,35.071921,135.227286,施設,埋葬・信仰・宗教施設,神社
290000154800,29,新宮古墳,しんぐうこふん,新宮古墳,兵庫県 篠山市 郡家,35.084116,135.211283,施設,古墳・貝塚,古墳
290000155200,29,春日神社,かすがじんじや,春日神社,兵庫県 丹波篠山市 黒岡1015番地,35.078274,135.218323,施設,埋葬・信仰・宗教施設,神社
290000155400,29,沢田城跡,さわだじようあと,沢田城跡,兵庫県 篠山市 沢田,35.080195,135.228458,施設,城・軍事施設,城跡
290000157500,29,西浜谷下小西ノ坪遺跡,にしはまだにしもこにしのつぼいせき,西浜谷下小西ノ坪遺跡,兵庫県 篠山市 東浜谷,35.093274,135.203278,施設,史跡・文化財・遺跡,遺跡
290000157700,29,東浜谷遺跡,ひがしはまだにいせき,東浜谷遺跡,兵庫県 篠山市 東浜谷,35.092697,135.209132,施設,史跡・文化財・遺跡,遺跡
290000158800,29,八上城跡,やかみじようあと,八上城跡,兵庫県 篠山市 八上内,35.061883,135.256083,施設,城・軍事施設,城跡
290000159500,29,法光寺山城跡,ほうこうじやまじようあと,法光寺山城跡,兵庫県 丹波篠山市 殿町,35.058765,135.246426,施設,城・軍事施設,城跡
290000160000,29,大淵館跡,おおぶちやかたあと,大淵館跡,兵庫県 篠山市 北新町,35.075729,135.219196,施設,史跡・文化財・遺跡,建築物・住宅
290000160300,29,佐佐婆神社,ささばじんじや,佐佐婆神社,兵庫県 丹波篠山市 畑宮377番地,35.086076,135.257345,施設,埋葬・信仰・宗教施設,神社
290000160700,29,太寧寺,たいねいじ,太寧寺,兵庫県 丹波篠山市 奥畑193番地,35.102619,135.257996,施設,埋葬・信仰・宗教施設,寺院
290000161700,29,洞中古墳群,どうなかこふんぐん,洞中古墳群,兵庫県 篠山市 曽地中,35.045338,135.294693,施設,古墳・貝塚,古墳
290000162800,29,波々伯部神社,ほほかべじんじや,波々伯部神社,兵庫県 丹波篠山市 波々伯部5番地,35.071044,135.299702,施設,埋葬・信仰・宗教施設,神社
290000163300,29,淀山城跡,よどやまじようあと,淀山城跡,兵庫県 篠山市 辻,35.072004,135.309540,施設,城・軍事施設,城跡
290000164100,29,藤岡山遺跡,ふじおかやまいせき,藤岡山遺跡,兵庫県 篠山市 春日江,35.086328,135.273582,施設,史跡・文化財・遺跡,遺跡
290000164600,29,洞光寺,とうこうじ,洞光寺,兵庫県 丹波篠山市 東本荘302番地,35.089742,135.298913,施設,埋葬・信仰・宗教施設,寺院
290000164700,29,雲部車塚古墳,くもべくるまづかこふん,雲部車塚古墳,兵庫県 篠山市 東本荘,35.086976,135.304275,施設,古墳・貝塚,古墳
290000165800,29,籾井城跡,もみいじようあと,籾井城跡,兵庫県 丹波篠山市 福住,35.077215,135.343690,施設,城・軍事施設,城跡
290000166200,29,安口城跡,はだかすじようあと,安口城跡,兵庫県 丹波篠山市 本明谷,35.074866,135.362437,施設,城・軍事施設,城跡
290000167200,29,細工所城跡,さいくじよじようあと,細工所城跡,兵庫県 篠山市 草ノ上,35.092824,135.322294,施設,城・軍事施設,城跡
290000167300,29,北条古墳,ほくじようこふん,北条古墳,兵庫県 篠山市 松ケ鼻,35.090439,135.310158,施設,古墳・貝塚,古墳
290000168100,29,下筱見遺跡,しもささみいせき,下筱見遺跡,兵庫県 篠山市 下筱見,35.117013,135.320510,施設,史跡・文化財・遺跡,遺跡
290000168400,29,櫛石窓神社,くしいわまどじんじや,櫛石窓神社,兵庫県 丹波篠山市 福井1170番地,35.112125,135.329453,施設,埋葬・信仰・宗教施設,神社
290000170400,29,川内多々奴比神社,かわちたたぬひじんじや,川内多々奴比神社,兵庫県 篠山市 下板井,35.098566,135.168447,施設,埋葬・信仰・宗教施設,神社
290000170700,29,上板井経塚,かみいたいきようづか,上板井経塚,兵庫県 篠山市 上板井,35.100561,135.174016,施設,埋葬・信仰・宗教施設,経塚
290000170800,29,板井城跡,いたいじようあと,板井城跡,兵庫県 篠山市 上板井,35.103052,135.172581,施設,城・軍事施設,城跡
290000170900,29,板井寺ヶ谷遺跡,いたいてらがたにいせき,板井寺ヶ谷遺跡,兵庫県 篠山市 上板井,35.099390,135.176902,施設,史跡・文化財・遺跡,遺跡
290000171000,29,上板井遺跡,かみいたいいせき,上板井遺跡,兵庫県 篠山市 上板井,35.100561,135.174016,施設,史跡・文化財・遺跡,遺跡
290000171100,29,上板井古墳群,かみいたいこふんぐん,上板井古墳群,兵庫県 篠山市 上板井,35.100561,135.174016,施設,古墳・貝塚,古墳
290000172300,29,内場山城跡,ないばやまじようあと,内場山城跡,兵庫県 丹波篠山市 下板井,35.097175,135.167884,施設,城・軍事施設,城跡
290000172500,29,西木之部遺跡,にしきのべいせき,西木之部遺跡,兵庫県 篠山市 西木之部,35.089565,135.164656,施設,史跡・文化財・遺跡,遺跡
290000175300,29,文保寺,ぶんぽうじ,文保寺,兵庫県 丹波篠山市 味間南1097番地,35.055305,135.149409,施設,埋葬・信仰・宗教施設,寺院
290000178400,29,竜蔵寺,りゆうぞうじ,竜蔵寺,兵庫県 丹波篠山市 真南条上1474番地,35.034420,135.211074,施設,埋葬・信仰・宗教施設,寺院
290000178900,29,高仙寺,こうせんじ,高仙寺,兵庫県 丹波篠山市 南矢代2番地,35.033886,135.172180,施設,埋葬・信仰・宗教施設,寺院
290000179500,29,初田館跡,はつだやかたあと,初田館跡,兵庫県 篠山市 初田,35.046445,135.185719,施設,史跡・文化財・遺跡,建築物・住宅
290000179900,29,二村神社,ふたむらじんじや,二村神社,兵庫県 丹波篠山市 見内1番地,35.058887,135.150803,施設,埋葬・信仰・宗教施設,神社
290000180700,29,油井城跡,あぶらいじようあと,油井城跡,兵庫県 篠山市 油井,35.005224,135.147112,施設,城・軍事施設,城跡
290000181300,29,大山城跡,おおやまじようあと,大山城跡,兵庫県 丹波篠山市 北野,35.085475,135.156883,施設,城・軍事施設,城跡
290000181400,29,大滝二号墳,おおたきにごうふん,大滝二号墳,兵庫県 篠山市 北野,35.082444,135.151790,施設,古墳・貝塚,古墳
290000181800,29,北野遺跡,きたのいせき,北野遺跡,兵庫県 篠山市 北野,35.089617,135.150620,施設,史跡・文化財・遺跡,遺跡
290000183100,29,高蔵寺,こうぞうじ,高蔵寺,兵庫県 丹波篠山市 高倉276番地,35.112523,135.144610,施設,埋葬・信仰・宗教施設,寺院
290000183500,29,臼谷遺跡,うすだにいせき,臼谷遺跡,兵庫県 篠山市 大山上,35.093553,135.128405,施設,史跡・文化財・遺跡,遺跡
290000183600,29,神田神社,こうだじんじや,神田神社,兵庫県 丹波篠山市 大山上字古河坪728番地,35.097734,135.137863,施設,埋葬・信仰・宗教施設,神社
290000183700,29,籠原遺跡,かごはらいせき,籠原遺跡,兵庫県 篠山市 大山上,35.093553,135.128405,施設,史跡・文化財・遺跡,遺跡
290000184100,29,石住・高倉窯跡群,いしずみ・たかくらようせきぐん,石住・高倉窯跡群,兵庫県 丹波篠山市 石住,35.109681,135.138702,施設,産業施設,窯・窯跡
290000184400,29,大乗寺,だいじようじ,大乗寺,兵庫県 丹波篠山市 追入1番地,35.106122,135.114531,施設,埋葬・信仰・宗教施設,寺院
290000184500,29,金山城跡,きんざんじようあと,金山城跡,兵庫県 丹波市 柏原町上小倉,35.114081,135.114244,施設,城・軍事施設,城跡
290000184900,29,和田寺,わでんじ,和田寺,兵庫県 丹波篠山市 今田町下小野原69番地,34.995319,135.119446,施設,埋葬・信仰・宗教施設,寺院
290000185200,29,住吉神社,すみよしじんじや,住吉神社,兵庫県 丹波篠山市 今田町上小野原30番地,35.011947,135.123729,施設,埋葬・信仰・宗教施設,神社
290000185800,29,西光寺跡,さいこうじあと,西光寺跡,兵庫県 篠山市 今田町本荘,35.006605,135.079335,施設,埋葬・信仰・宗教施設,寺跡・廃寺
290000185900,29,住吉神社,すみよしじんじや,住吉神社,兵庫県 丹波篠山市 今田町本荘字庄中888番地,35.008206,135.093883,施設,埋葬・信仰・宗教施設,神社
290000186700,29,住吉神社,すみよしじんじや,住吉神社,兵庫県 丹波篠山市 今田町木津字古寺垣内108番地,34.975598,135.107369,施設,埋葬・信仰・宗教施設,神社
290000188800,29,織田信勝館跡,おだのぶかつやかたあと,織田信勝館跡,兵庫県 丹波市 柏原町柏原,35.133846,135.076460,施設,史跡・文化財・遺跡,建築物・住宅
290000188900,29,柏原藩陣屋跡,かいばらはんじんやあと,柏原藩陣屋跡,兵庫県 丹波市 柏原町柏原,35.128849,135.082188,施設,史跡・文化財・遺跡,史跡・文化財
290000189000,29,柏原八幡神社,かいばらはちまんじんじや,柏原八幡神社,兵庫県 丹波市 柏原町東奥,35.130731,135.079557,施設,埋葬・信仰・宗教施設,神社
290000189100,29,乗宝寺,じようほうじ,乗宝寺,兵庫県 丹波市 柏原町柏原3627番地,35.131580,135.080170,施設,埋葬・信仰・宗教施設,寺院
290000189200,29,八幡山城跡,はちまんやまじようあと,八幡山城跡,兵庫県 丹波市 柏原町柏原,35.131141,135.079370,施設,城・軍事施設,城跡
290000190400,29,新井神社,にいじんじや,新井神社,兵庫県 丹波市 柏原町大新屋514番地1,35.129589,135.048599,施設,埋葬・信仰・宗教施設,神社
290000190900,29,母坪城跡,ほつぼじようあと,母坪城跡,兵庫県 丹波市 柏原町母坪,35.150575,135.040242,施設,城・軍事施設,城跡
290000192300,29,親王塚古墳,しんのうづかこふん,親王塚古墳,兵庫県 丹波市 氷上町北野,35.157066,135.068827,施設,古墳・貝塚,古墳
290000192800,29,後屋城跡,ごやじようあと,後屋城跡,兵庫県 丹波市 氷上町谷村,35.142295,135.016323,施設,城・軍事施設,城跡
290000193000,29,高見城跡,たかみじようあと,高見城跡,兵庫県 丹波市 氷上町佐野,35.131280,135.020987,施設,城・軍事施設,城跡
290000194200,29,高山寺城跡,こうさんじじようあと,高山寺城跡,兵庫県 丹波市 氷上町柿柴,35.173108,135.016323,施設,城・軍事施設,城跡
290000194400,29,長野木戸古墳群,おさのきどこふんぐん,長野木戸古墳群,兵庫県 丹波市 氷上町新郷,35.152204,134.986010,施設,古墳・貝塚,古墳
290000194900,29,内尾神社,うちのおじんじや,内尾神社,兵庫県 丹波市 氷上町三原字南奥嶋13番地,35.169033,134.969788,施設,埋葬・信仰・宗教施設,神社
290000195200,29,達身寺,たつしんじ,達身寺,兵庫県 丹波市 氷上町清住259番地,35.197186,134.993866,施設,埋葬・信仰・宗教施設,寺院
290000197000,29,円通寺,えんつうじ,円通寺,兵庫県 丹波市 氷上町御油983番地,35.212578,135.024506,施設,埋葬・信仰・宗教施設,寺院
290000198100,29,高座神社,たかくらじんじや,高座神社,兵庫県 丹波市 青垣町東芦田2283番地,35.238796,135.035507,施設,埋葬・信仰・宗教施設,神社
290000198200,29,小室城跡,こむろじようあと,小室城跡,兵庫県 丹波市 青垣町東芦田,35.245981,135.034332,施設,城・軍事施設,城跡
290000199100,29,佐治城跡,さじじようあと,佐治城跡,兵庫県 丹波市 青垣町佐治,35.241307,135.002331,施設,城・軍事施設,城跡
290000199600,29,山垣城跡,やまがいじようあと,山垣城跡,兵庫県 丹波市 青垣町山垣,35.273946,134.994681,施設,城・軍事施設,城跡
290000200000,29,高源寺,こうげんじ,高源寺,兵庫県 丹波市 青垣町桧倉514番地,35.238743,134.972153,施設,埋葬・信仰・宗教施設,寺院
290000200400,29,大灯寺,だいとうじ,大灯寺,兵庫県 丹波市 青垣町稲土698番地,35.265007,134.961624,施設,埋葬・信仰・宗教施設,寺院
290000201800,29,多利・前田遺跡,たり・まえだいせき,多利・前田遺跡,兵庫県 丹波市 春日町多利,35.179480,135.142434,施設,史跡・文化財・遺跡,遺跡
290000202000,29,野々間遺跡,ののまいせき,野々間遺跡,兵庫県 丹波市 春日町野上野,35.160229,135.126100,施設,史跡・文化財・遺跡,遺跡
290000202400,29,山垣遺跡,やまがきいせき,山垣遺跡,兵庫県 丹波市 春日町棚原,35.148703,135.114380,施設,史跡・文化財・遺跡,遺跡
290000202600,29,国領遺跡,こくりよういせき,国領遺跡,兵庫県 丹波市 春日町国領,35.144597,135.127359,施設,史跡・文化財・遺跡,遺跡
290000202700,29,国領城跡,こくりようじようあと,国領城跡,兵庫県 丹波市 春日町国領,35.145657,135.130776,施設,城・軍事施設,城跡
290000202900,29,河津館跡,かわづやかたあと,河津館跡,兵庫県 丹波市 春日町東中,35.135401,135.142434,施設,史跡・文化財・遺跡,建築物・住宅
290000203200,29,三尾城跡,みつおじようあと,三尾城跡,兵庫県 丹波市 春日町東中,35.131375,135.149321,施設,城・軍事施設,城跡
290000204100,29,黒井城跡,くろいじようあと,黒井城跡,兵庫県 丹波市 春日町黒井,35.175411,135.100903,施設,城・軍事施設,城跡
290000204200,29,興禅寺,こうぜんじ,興禅寺,兵庫県 尼崎市 浜田町一丁目7番地,34.732037,135.398590,施設,埋葬・信仰・宗教施設,寺院
290000204600,29,七日市遺跡,なぬかいちいせき,七日市遺跡,兵庫県 丹波市 春日町野村,35.160838,135.107369,施設,史跡・文化財・遺跡,遺跡
290000205000,29,野村城跡,のむらじようあと,野村城跡,兵庫県 丹波市 春日町野村,35.160756,135.110155,施設,城・軍事施設,城跡
290000205500,29,朝日城跡,あさひじようあと,朝日城跡,兵庫県 丹波市 春日町朝日,35.165685,135.084418,施設,城・軍事施設,城跡
290000206600,29,鴨庄窯跡群,かものしようようせきぐん,鴨庄窯跡群,兵庫県 丹波市 市島町上牧,35.199846,135.159650,施設,産業施設,窯・窯跡
290000207400,29,留堀城跡,とんぼりじようあと,留堀城跡,兵庫県 丹波市 市島町酒梨,35.197466,135.112661,施設,城・軍事施設,城跡
290000207700,29,白毫寺,びやくごうじ,白毫寺,兵庫県 丹波市 市島町白毫寺709番地,35.196049,135.094193,施設,埋葬・信仰・宗教施設,寺院
290000208000,29,梶原遺跡,かじわらいせき,梶原遺跡,兵庫県 丹波市 市島町梶原,35.201533,135.133081,施設,史跡・文化財・遺跡,遺跡
290000208300,29,三ッ塚廃寺,みつづかはいじ,三ッ塚廃寺,兵庫県 丹波市 市島町上垣,35.210175,135.142209,施設,埋葬・信仰・宗教施設,寺跡・廃寺
290000208600,29,久良部一号墳,くらべいちごうふん,久良部一号墳,兵庫県 丹波市 市島町上垣,35.219134,135.142434,施設,古墳・貝塚,古墳
290000209300,29,神池寺,じんちじ,神池寺,兵庫県 丹波市 市島町多利2609番地1,35.173107,135.167862,施設,埋葬・信仰・宗教施設,寺院
290000209700,29,石像寺,せきぞうじ,石像寺,兵庫県 丹波市 市島町中竹田1003番地1,35.240196,135.119690,施設,埋葬・信仰・宗教施設,寺院
290000209900,29,清薗寺,せいおんじ,清薗寺,兵庫県 丹波市 市島町下竹田68番地,35.249744,135.138641,施設,埋葬・信仰・宗教施設,寺院
290000210300,29,余田城跡,よでんじようあと,余田城跡,兵庫県 丹波市 市島町上鴨阪,35.233029,135.099220,施設,城・軍事施設,城跡
290000211500,29,慧日寺,えにちじ,慧日寺,兵庫県 丹波市 山南町太田127番地,35.076111,135.067001,施設,埋葬・信仰・宗教施設,寺院
290000212200,29,玉巻城跡,たまきじようあと,玉巻城跡,兵庫県 丹波市 山南町玉巻,35.087919,135.043996,施設,城・軍事施設,城跡
290000212700,29,高座神社,たかくらじんじや,高座神社,兵庫県 丹波市 山南町谷川字式垣内3557番地,35.235128,135.035432,施設,埋葬・信仰・宗教施設,神社
290000212800,29,常勝寺,じようしようじ,常勝寺,兵庫県 丹波市 山南町谷川2631番地,35.069120,135.045709,施設,埋葬・信仰・宗教施設,寺院
290000212900,29,谷川生田坪遺跡,たにがわいくたつぼいせき,谷川生田坪遺跡,兵庫県 丹波市 山南町谷川,35.068459,135.041984,施設,史跡・文化財・遺跡,遺跡
290000213500,29,石龕寺,せきがんじ,石龕寺,兵庫県 丹波市 山南町岩屋2番地,35.102856,135.028976,施設,埋葬・信仰・宗教施設,寺院
290000213800,29,丸山古墳群,まるやまこふんぐん,丸山古墳群,兵庫県 丹波市 山南町野坂,35.086722,135.003497,施設,古墳・貝塚,古墳
290000214700,29,和田代官所跡,わだだいかんしよあと,和田代官所跡,兵庫県 丹波市 山南町和田,35.091642,134.979013,施設,史跡・文化財・遺跡,史跡・文化財
290000214800,29,狭宮神社,さみやじんじや,狭宮神社,兵庫県 丹波市 山南町和田138番地,35.096874,134.980438,施設,埋葬・信仰・宗教施設,神社
290000214900,29,親縁寺,しんえんじ,親縁寺,兵庫県 丹波市 山南町和田1258番地2,35.093945,134.979630,施設,埋葬・信仰・宗教施設,寺院
290000215000,29,岩尾城跡,いわおじようあと,岩尾城跡,兵庫県 丹波市 山南町小野尻,35.099637,134.974704,施設,城・軍事施設,城跡
290000229200,29,生野古城跡,いくのこじようあと,生野古城跡,兵庫県 朝来市 生野町口銀谷,35.172073,134.800613,施設,城・軍事施設,城跡
290000229300,29,生野代官所跡,いくのだいかんしよあと,生野代官所跡,兵庫県 朝来市 生野町口銀谷,35.167634,134.792132,施設,史跡・文化財・遺跡,史跡・文化財
290000229600,29,金蔵寺,こんぞうじ,金蔵寺,兵庫県 朝来市 生野町口銀谷501番地,35.168371,134.795547,施設,埋葬・信仰・宗教施設,寺院
290000229700,29,山神社,さんじんじや,山神社,兵庫県 朝来市 生野町口銀谷698番地,35.163837,134.787354,施設,埋葬・信仰・宗教施設,神社
290000230600,29,内山廃寺,うちやまはいじ,内山廃寺,兵庫県 朝来市 生野町竹原野,35.185977,134.815452,施設,埋葬・信仰・宗教施設,寺跡・廃寺
290000231000,29,大明寺,だいみようじ,大明寺,兵庫県 朝来市 生野町黒川463番地,35.233425,134.881003,施設,埋葬・信仰・宗教施設,寺院
290000231200,29,倭文神社,しどりじんじや,倭文神社,兵庫県 朝来市 新井字山田93番地,34.331923,134.777566,施設,埋葬・信仰・宗教施設,神社
290000233200,29,青倉神社,あおくらじんじや,青倉神社,兵庫県 朝来市 山内字権現谷山内5番地,35.252236,134.867330,施設,埋葬・信仰・宗教施設,神社
290000233400,29,三町田古墳,みまちだこふん,三町田古墳,兵庫県 朝来市 納座,35.260948,134.843532,施設,古墳・貝塚,古墳
290000233800,29,船宮古墳,ふなのみやこふん,船宮古墳,兵庫県 朝来市 桑市,35.259981,134.804150,施設,古墳・貝塚,古墳
290000234700,29,岩洲城跡,いわすじようあと,岩洲城跡,兵庫県 朝来市 山口,35.223960,134.802576,施設,城・軍事施設,城跡
290000235000,29,鷲原寺,わしはらじ,鷲原寺,兵庫県 朝来市 岩津1441番地,35.204292,134.810610,施設,埋葬・信仰・宗教施設,寺院
290000235900,29,神子畑鉱山跡,みこばたこうざんあと,神子畑鉱山跡,兵庫県 朝来市 佐囊,35.242837,134.717011,施設,史跡・文化財・遺跡,史跡・文化財
290000237900,29,夜久野城跡,やくのじようあと,夜久野城跡,兵庫県 朝来市 山東町金浦,35.335076,134.917735,施設,城・軍事施設,城跡
290000238200,29,永徳遺跡,えいとくいせき,永徳遺跡,兵庫県 朝来市 山東町大月,35.305008,134.871595,施設,史跡・文化財・遺跡,遺跡
290000238500,29,仲田遺跡,なかたいせき,仲田遺跡,兵庫県 朝来市 山東町楽音寺,35.313265,134.879777,施設,史跡・文化財・遺跡,遺跡
290000238700,29,粟鹿神社,あわがじんじや,粟鹿神社,兵庫県 朝来市 山東町粟鹿2152番地,35.300708,134.904893,施設,埋葬・信仰・宗教施設,神社
290000239000,29,大同寺,だいどうじ,大同寺,兵庫県 朝来市 山東町早田417番地,35.308629,134.907229,施設,埋葬・信仰・宗教施設,寺院
290000239400,29,柿坪遺跡,かきつぼいせき,柿坪遺跡,兵庫県 朝来市 山東町越田,35.295395,134.883868,施設,史跡・文化財・遺跡,遺跡
290000239600,29,柿坪中山古墳群,かきつぼなかやまこふんぐん,柿坪中山古墳群,兵庫県 朝来市 山東町柿坪,35.302274,134.889126,施設,古墳・貝塚,古墳
290000239700,29,馬場一九号墳,ばばじゆうきゆうごうふん,馬場一九号墳,兵庫県 朝来市 山東町柿坪,35.302274,134.889126,施設,古墳・貝塚,古墳
290000240300,29,森向山古墳群,もりむかいやまこふんぐん,森向山古墳群,兵庫県 朝来市 山東町与布土,35.287132,134.873349,施設,古墳・貝塚,古墳
290000240500,29,押坂神社,おしさかじんじや,押坂神社,兵庫県 朝来市 山東町喜多垣497番地,35.295050,134.871947,施設,埋葬・信仰・宗教施設,神社
290000241700,29,赤淵神社,あかぶちじんじや,赤淵神社,兵庫県 朝来市 和田山町枚田上山2115番地,35.326756,134.841230,施設,埋葬・信仰・宗教施設,神社
290000242700,29,大盛山遺跡,おおもりやまいせき,大盛山遺跡,兵庫県 朝来市 和田山町岡田,35.356769,134.873837,施設,史跡・文化財・遺跡,遺跡
290000242800,29,岡田古墳群,おかだこふんぐん,岡田古墳群,兵庫県 朝来市 和田山町岡田,35.356769,134.873837,施設,古墳・貝塚,古墳
290000244000,29,筒江古墳,つつえこふん,筒江古墳,兵庫県 朝来市 和田山町筒江,35.304987,134.852888,施設,古墳・貝塚,古墳
290000244100,29,筒江中山古墳群,つつえなかやまこふんぐん,筒江中山古墳群,兵庫県 朝来市 和田山町筒江,35.304987,134.852888,施設,古墳・貝塚,古墳
290000244200,29,筒江片引遺跡,つつえかたひきいせき,筒江片引遺跡,兵庫県 朝来市 和田山町筒江,35.304987,134.852888,施設,史跡・文化財・遺跡,遺跡
290000244300,29,茶すり山古墳,ちやすりやまこふん,茶すり山古墳,兵庫県 朝来市 和田山町筒江,35.309586,134.861174,施設,古墳・貝塚,古墳
290000244600,29,竹田城跡,たけだじようあと,竹田城跡,兵庫県 朝来市 和田山町竹田,35.300604,134.829168,施設,城・軍事施設,城跡
290000245600,29,一条寺経塚,いちじようじきようづか,一条寺経塚,兵庫県 朝来市 和田山町殿,35.311545,134.820133,施設,埋葬・信仰・宗教施設,経塚
290000246000,29,城の山古墳,じようのやまこふん,城の山古墳,兵庫県 朝来市 和田山町平野,35.339478,134.844392,施設,古墳・貝塚,古墳
290000246300,29,池田古墳,いけだこふん,池田古墳,兵庫県 朝来市 和田山町平野,35.340626,134.842796,施設,古墳・貝塚,古墳
290000247500,29,上山五号墳,うやまごごうふん,上山五号墳,兵庫県 朝来市 和田山町林垣,35.363315,134.831757,施設,古墳・貝塚,古墳
290000249900,29,養父神社,やぶじんじや,養父神社,兵庫県 養父市 養父市場827番地の3,35.387655,134.803886,施設,埋葬・信仰・宗教施設,神社
290000250100,29,大薮古墳群,おおやぶこふんぐん,大薮古墳群,兵庫県 養父市 大薮,35.398203,134.803861,施設,古墳・貝塚,古墳
290000250800,29,水谷神社,みずたにじんじや,水谷神社,兵庫県 養父市 奥米地235番地,35.393859,134.841744,施設,埋葬・信仰・宗教施設,神社
290000251200,29,養父観音塚古墳,やぶかんのんづかこふん,養父観音塚古墳,兵庫県 養父市 上野,35.373340,134.786440,施設,古墳・貝塚,古墳
290000251700,29,満福寺,まんぷくじ,満福寺,兵庫県 養父市 十二所724番地,35.381065,134.763184,施設,埋葬・信仰・宗教施設,寺院
290000252800,29,熊野遺跡,ゆうやいせき,熊野遺跡,兵庫県 養父市 三谷,35.349122,134.731970,施設,史跡・文化財・遺跡,遺跡
